plant_id,category,plant_cn,scientific_name,commons_title,source_page,original_url,author,license,license_url,needs_attribution,source,description,derivative_note,original_width,original_height,file
170,香草,牛至,Origanum vulgare,File:Oregano in Pot.jpg,https://commons.wikimedia.org/wiki/File:Oregano_in_Pot.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/Oregano_in_Pot.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,ZabMilenko,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Transferred from en.wikipedia to Commons.,"I took this picture myself, but my wife did all the growing. Zab 10:02, 28 May 2007 (UTC)",青花植主图：基于来源图片进行构图裁切，以突出植物主体并弱化背景。,1818,1228,herb/170_origanum-vulgare.jpg
171,香草,鼠尾草,Salvia officinalis,File:Salvia officinalis Szałwia lekarska 2019-04-28 03.jpg,https://commons.wikimedia.org/wiki/File:Salvia_officinalis_Szałwia_lekarska_2019-04-28_03.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f3/Salvia_officinalis_Sza%C5%82wia_lekarska_2019-04-28_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"Agnieszka Kwiecień, Nova",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Common sage ( Salvia officinalis ) cultivated in Wrocław University Botanical Garden, Wrocław, Poland.",,2958,3943,herb/171_salvia-officinalis.jpg
172,香草,紫苏,Perilla frutescens,File:Shiso potted.jpg,https://commons.wikimedia.org/wiki/File:Shiso_potted.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Shiso_potted.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,No machine-readable author provided. ChrisRuvolo assumed (based on copyright claims).,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,No machine-readable source provided. Own work assumed (based on copyright claims).,Potted en:Shiso ( ja:シソ ) ( Perilla frutescens ) plant,,1200,1600,herb/172_perilla-frutescens.jpg
173,香草,欧芹,Petroselinum crispum,File:Parsley Flat.jpg,https://commons.wikimedia.org/wiki/File:Parsley_Flat.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Parsley_Flat.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Donovan Govan.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,Wikimedia Commons,This is part of a flat leaved parsley plant (also known as Italian parsley).,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1464,1956,herb/173_petroselinum-crispum.jpg
174,香草,莳萝,Anethum graveolens,File:Starr-090801-3498-Anethum graveolens-habit in pot-Olinda-Maui (24852887282).jpg,https://commons.wikimedia.org/wiki/File:Starr-090801-3498-Anethum_graveolens-habit_in_pot-Olinda-Maui_(24852887282).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Starr-090801-3498-Anethum_graveolens-habit_in_pot-Olinda-Maui_%2824852887282%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest and Kim Starr,CC BY 3.0 us,https://creativecommons.org/licenses/by/3.0/,yes,starr-090801-3498-Anethum_graveolens-habit_in_pot-Olinda-Maui,"Anethum graveolens (Dill weed) Habit in pot at Olinda, Maui, Hawaii. August 01, 2009 #090801-3498 Image Use Policy",青花植主图：基于来源图片进行构图裁切/轻度亮度校正，以突出植物主体并弱化背景；未改变植物形态。,2736,3648,herb/174_anethum-graveolens.jpg
175,香草,细香葱,Allium schoenoprasum,File:Allium schoenoprasum 001.JPG,https://commons.wikimedia.org/wiki/File:Allium_schoenoprasum_001.JPG,https://upload.wikimedia.org/wikipedia/commons/4/4e/Allium_schoenoprasum_001.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,H. Zell,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,"Allium schoenoprasum , Alliaceae, Chive, habitus; Botanical Garden KIT, Karlsruhe, Germany.",,1772,1329,herb/175_allium-schoenoprasum.jpg
176,香草,柠檬香蜂草,Melissa officinalis,File:Melissa officinalis g1.jpg,https://commons.wikimedia.org/wiki/File:Melissa_officinalis_g1.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Melissa_officinalis_g1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,Wikimedia Commons,Melissa officinalis g1,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,1800,1800,herb/176_melissa-officinalis.jpg
177,香草,茴香,Foeniculum vulgare,File:Starr-110515-6515-Foeniculum vulgare-small plant-Science City-Maui (24976891672).jpg,https://commons.wikimedia.org/wiki/File:Starr-110515-6515-Foeniculum_vulgare-small_plant-Science_City-Maui_(24976891672).jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Starr-110515-6515-Foeniculum_vulgare-small_plant-Science_City-Maui_%2824976891672%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest and Kim Starr,CC BY 3.0 us,https://creativecommons.org/licenses/by/3.0/us/deed.en,yes,Wikimedia Commons,"Foeniculum vulgare (Fennel)
Small plant at Science City, Maui, Hawaii.
May 15, 2011

#110515-6515


Image Use Policy",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3456,2592,herb/177_foeniculum-vulgare.jpg
178,蔬菜,芝麻菜,Eruca vesicaria,File:Starr 080103-1273 Eruca vesicaria subsp. sativa.jpg,https://commons.wikimedia.org/wiki/File:Starr_080103-1273_Eruca_vesicaria_subsp._sativa.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Starr_080103-1273_Eruca_vesicaria_subsp._sativa.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,yes,"Plants of Hawaii, Image 080103-1273 from http://www.hear.org/starr/plants/images/image/?q=080103-1273","Eruca vesicaria subsp. sativa (habit). Location: Maui, Lowes Garden Center Kahului",,2112,2816,vegetable/178_eruca-vesicaria.jpg
179,蔬菜,菠菜,Spinacia oleracea,File:Spinacia Oleracea.jpg,https://commons.wikimedia.org/wiki/File:Spinacia_Oleracea.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Spinacia_Oleracea.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Merstel007,CC0,https://creativecommons.org/publicdomain/zero/1.0/,no,Own work,Épinard,,2736,3648,vegetable/179_spinacia-oleracea.jpg
180,蔬菜,油麦菜,Lactuca sativa var. longifolia,File:Romaine lettuce J1.JPG,https://commons.wikimedia.org/wiki/File:Romaine_lettuce_J1.JPG,https://upload.wikimedia.org/wikipedia/commons/6/6d/Romaine_lettuce_J1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Jamain,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,"Romaine lettuce, in a allotment in Wattrelos (Nord), France.",,3000,4000,vegetable/180_lactuca-sativa-var-longifolia.jpg
182,蔬菜,上海青,Brassica rapa subsp. chinensis,File:Pak-ch.jpg,https://commons.wikimedia.org/wiki/File:Pak-ch.jpg,https://upload.wikimedia.org/wikipedia/commons/3/33/Pak-ch.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Webvet~enwiki at English Wikipedia,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,no,Transferred from en.wikipedia to Commons.,"Pak Choi (a.k.a. Pac Choi, Poc Choi, Bok Choy)",,1200,1600,vegetable/182_brassica-rapa-subsp-chinensis.jpg
183,蔬菜,羽衣甘蓝,Brassica oleracea var. acephala,File:Brassica oleracea var. acephala Nagoya Garnish Red 1zz.jpg,https://commons.wikimedia.org/wiki/File:Brassica_oleracea_var._acephala_Nagoya_Garnish_Red_1zz.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Brassica_oleracea_var._acephala_Nagoya_Garnish_Red_1zz.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Photo by David J. Stang,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,source: David Stang. First published at ZipcodeZoo.com,"Location taken: Behnke Nurseries, Beltsville, MD USA. Names: Brassica oleracea var. acephala 'Nagoya Garnish Red' Linnaeus, Nagoya Garnish Red Flowering Kal Classification: Plantae > Tracheophyta > Spermatopsida > Brassicales > Brassicacaeae > Brassiceae > Brassica > Brassica oleracea var. acephala 'Nagoya Garnish Red' .",,3504,2336,vegetable/183_brassica-oleracea-var-acephala.jpg
184,蔬菜,茄子,Solanum melongena,File:Starr 070906-8917 Solanum melongena.jpg,https://commons.wikimedia.org/wiki/File:Starr_070906-8917_Solanum_melongena.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3e/Starr_070906-8917_Solanum_melongena.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,yes,"Plants of Hawaii, Image 070906-8917 from http://www.hear.org/starr/plants/images/image/?q=070906-8917","Solanum melongena (Black Beauty habit). Location: Maui, Kula Ace Hardware and Nursery",,2112,2816,vegetable/184_solanum-melongena.jpg
185,蔬菜,黄瓜,Cucumis sativus,File:Cucumis sativus 0001.JPG,https://commons.wikimedia.org/wiki/File:Cucumis_sativus_0001.JPG,https://upload.wikimedia.org/wikipedia/commons/0/07/Cucumis_sativus_0001.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,H. Zell,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,"Cucumis sativus , Cucurbitaceae, Cucumber, habitus. The fruit is used in homeopathy as remedy: Cucumis sativus (Cucum.)",,1772,1329,vegetable/185_cucumis-sativus.jpg
186,蔬菜,苦瓜,Momordica charantia,File:Momordica charantia (plant).jpg,https://commons.wikimedia.org/wiki/File:Momordica_charantia_(plant).jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Momordica_charantia_%28plant%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Hans Hillewaert,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,Wikimedia Commons,"near Palm Tree House, Woodfordhill, Dominica, W.I.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2816,2112,vegetable/186_momordica-charantia.jpg
187,蔬菜,丝瓜,Luffa aegyptiaca,File:A vegetable plant and also a beautification plant.jpg,https://commons.wikimedia.org/wiki/File:A_vegetable_plant_and_also_a_beautification_plant.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/A_vegetable_plant_and_also_a_beautification_plant.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Goodymeraj,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,no,Wikimedia Commons,"Sponge gourd, also known as Luffa or ridge gourd, is a vegetable that can have many health benefits. It is part of the cucumber family and has been used since the Roman Empire.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3024,4032,vegetable/187_luffa-aegyptiaca.jpg
188,蔬菜,南瓜,Cucurbita moschata,File:Cucurbita moschata 01.JPG,https://commons.wikimedia.org/wiki/File:Cucurbita_moschata_01.JPG,https://upload.wikimedia.org/wikipedia/commons/6/6a/Cucurbita_moschata_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,AfroBrazilian,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,Wikimedia Commons,Cucurbita moschata. Found in Latvia,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,4608,3456,vegetable/188_cucurbita-moschata.jpg
189,蔬菜,西葫芦,Cucurbita pepo,File:Courgette plant 'Diamant'.jpg,https://commons.wikimedia.org/wiki/File:Courgette_plant_'Diamant'.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Courgette_plant_%27Diamant%27.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Rasbak,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,Courgette plant;,,1161,1675,vegetable/189_cucurbita-pepo.jpg
190,蔬菜,豌豆,Pisum sativum,File:Doperwt rijserwt peulen Pisum sativum.jpg,https://commons.wikimedia.org/wiki/File:Doperwt_rijserwt_peulen_Pisum_sativum.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Doperwt_rijserwt_peulen_Pisum_sativum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Rasbak,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,Green peas in a pod,,1278,1704,vegetable/190_pisum-sativum.jpg
191,蔬菜,四季豆,Phaseolus vulgaris,File:Starr 080914-9907 Phaseolus vulgaris.jpg,https://commons.wikimedia.org/wiki/File:Starr_080914-9907_Phaseolus_vulgaris.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Starr_080914-9907_Phaseolus_vulgaris.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,yes,"Plants of Hawaii, Image 080914-9907 from http://www.hear.org/starr/plants/images/image/?q=080914-9907","Phaseolus vulgaris (twining up bamboo pole). Location: Maui, Makawao",,2112,2816,vegetable/191_phaseolus-vulgaris.jpg
192,蔬菜,豆角,Vigna unguiculata subsp. sesquipedalis,File:Starr 080610-8330 Vigna unguiculata subsp. sesquipedalis.jpg,https://commons.wikimedia.org/wiki/File:Starr_080610-8330_Vigna_unguiculata_subsp._sesquipedalis.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f9/Starr_080610-8330_Vigna_unguiculata_subsp._sesquipedalis.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest & Kim Starr,CC BY 3.0,https://creativecommons.org/licenses/by/3.0/,yes,"Plants of Hawaii, Image 080610-8330 from http://www.hear.org/starr/plants/images/image/?q=080610-8330","Vigna unguiculata subsp. sesquipedalis (twining habit and beans). Location: Midway Atoll, Community Garden Sand Island",,2112,2816,vegetable/192_vigna-unguiculata-subsp-sesquipedalis.jpg
193,蔬菜,秋葵,Abelmoschus esculentus,File:Starr-110731-8155-Abelmoschus esculentus-habit in veggie garden-Hawea Pl Olinda-Maui (24806718860).jpg,https://commons.wikimedia.org/wiki/File:Starr-110731-8155-Abelmoschus_esculentus-habit_in_veggie_garden-Hawea_Pl_Olinda-Maui_(24806718860).jpg,https://upload.wikimedia.org/wikipedia/commons/e/ea/Starr-110731-8155-Abelmoschus_esculentus-habit_in_veggie_garden-Hawea_Pl_Olinda-Maui_%2824806718860%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest and Kim Starr,CC BY 3.0 us,https://creativecommons.org/licenses/by/3.0/us/deed.en,yes,Wikimedia Commons,"Abelmoschus esculentus (Okra, gumbo, lady's finger)
Habit in veggie garden at Hawea Pl Olinda, Maui, Hawaii.
July 31, 2011

#110731-8155


Image Use Policy",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,3648,2736,vegetable/193_abelmoschus-esculentus.jpg
194,蔬菜,甜椒,Capsicum annuum,File:'Gypsy' pepper IMG 6053-.jpg,https://commons.wikimedia.org/wiki/File:%27Gypsy%27_pepper_IMG_6053-.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/%27Gypsy%27_pepper_IMG_6053-.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Don McCulley,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,Wikimedia Commons,"Sweet pepper 'Gypsy' on August 13, 2017 in Santa Rosa, Ca.",青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2176,3264,vegetable/194_capsicum-annuum.jpg
196,蔬菜,草莓,Fragaria × ananassa,File:Starr-080117-1586-Fragaria x ananassa-habit-Walmart Kahului-Maui (24806944021).jpg,https://commons.wikimedia.org/wiki/File:Starr-080117-1586-Fragaria_x_ananassa-habit-Walmart_Kahului-Maui_(24806944021).jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Starr-080117-1586-Fragaria_x_ananassa-habit-Walmart_Kahului-Maui_%2824806944021%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Forest and Kim Starr,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/,yes,starr-080117-1586-Fragaria_x_ananassa-habit-Walmart_Kahului-Maui,"<a href="" http://www.starrenvironmental.com/images/species/?q=Fragaria+x+ananassa "" rel=""nofollow""> Fragaria x ananassa (Cultivated strawberry) </a> Habit at Walmart Kahului, Maui, Hawaii. January 17, 2008 <a href="" http://www.starrenvironmental.com/images/search/?q=080117-1586 "" rel=""nofollow"">#080117-1586</a> - <a href="" https://www.flickr.com/people/starr-environmental/ "">Image Use Policy</a>",,2112,2816,vegetable/196_fragaria-x-ananassa.jpg
197,观叶植物,金边富贵竹,Dracaena sanderiana 'Variegata',File:Dracaena sanderiana1.jpg,https://commons.wikimedia.org/wiki/File:Dracaena_sanderiana1.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Dracaena_sanderiana1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,KENPEI,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,KENPEI's photo,Dracaena sanderiana,青花植主图：基于来源图片进行构图裁切/轻度亮度校正，以突出植物主体并弱化背景；未改变植物形态。,1712,2304,foliage/197_dracaena-sanderiana-variegata.jpg
198,观叶植物,白玉虎皮兰,Dracaena trifasciata 'Moonshine',File:Sansevieria trifasciata 'Moonshine'.jpg,https://commons.wikimedia.org/wiki/File:Sansevieria_trifasciata_'Moonshine'.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Sansevieria_trifasciata_%27Moonshine%27.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Mokkie,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,yes,Own work,Sansevieria trifasciata 'Moonshine',,1985,3475,foliage/198_dracaena-trifasciata-moonshine.jpg
199,观叶植物,油画吊兰,Tradescantia fluminensis 'Tricolor',File:Tradescantia Fluminensis Tri-Color.jpg,https://commons.wikimedia.org/wiki/File:Tradescantia_Fluminensis_Tri-Color.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Tradescantia_Fluminensis_Tri-Color.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Peaceloveandlilies,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,yes,Own work,"Known for its soft pink and white variegated leaves, long trailing ends, and ease of care.",,5529,3686,foliage/199_tradescantia-fluminensis-tricolor.jpg
200,仙人掌/多肉,鹿角海棠,Oscularia deltoides,File:IMG 5948-Oscularia deltoides.jpg,https://commons.wikimedia.org/wiki/File:IMG_5948-Oscularia_deltoides.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/IMG_5948-Oscularia_deltoides.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,C T Johansson,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,Wikimedia Commons,Oscularia deltoides,青花植主图：替换为近景候选，并按主图标准保留清晰主体、弱化干扰背景。,2583,2583,cactus-succulent/200_oscularia-deltoides.jpg
